SN,country,points,price,province,region_1,variety,winery
47587,US,86,42,California,Napa Valley,Cabernet Sauvignon,Falcor
47588,US,86,14,Washington,Yakima Valley,Rosé,Chandler Reach
47589,US,86,12,Washington,Yakima Valley,Sémillon,Steppe Cellars
47590,US,86,20,California,Dry Creek Valley,Zinfandel,Quivira
47591,US,86,75,California,Sonoma Valley,Cabernet Sauvignon,Petroni
47592,US,86,14,California,California,Zinfandel,MC2
47593,US,86,16,Washington,Columbia Valley (WA),Pinot Gris,Maryhill
47594,Argentina,86,20,Mendoza Province,Mendoza,Malbec,Melipal
47595,US,86,55,California,Livermore Valley,Merlot,Wente
47596,US,85,24,California,Santa Ynez Valley,Syrah,Curtis
47597,US,85,22,Washington,Yakima Valley,Cabernet Sauvignon,Airfield Estates
47598,US,85,13,Washington,Rattlesnake Hills,Riesling,Hudson Shah
47599,Chile,85,13,Casablanca Valley,,Sauvignon Blanc,Ventisquero
47600,US,85,41,California,Napa Valley,Cabernet Sauvignon,Titus
47601,US,85,18,Washington,Columbia Valley (WA),Viognier,Maryhill
47602,Chile,85,16,Central Valley,,Carmenère,San Fernando
47603,US,85,17,California,Sonoma County,Sparkling Blend,Piper Sonoma
47604,Argentina,85,15,Mendoza Province,Mendoza,Malbec,Familia Marguery
47605,US,85,35,California,Sonoma Valley,Zinfandel,Haywood
47606,US,85,28,California,Santa Ynez Valley,Syrah,Curtis
47607,US,85,40,California,Sonoma County,Syrah,Deerfield Ranch
47608,US,85,55,California,Paso Robles,Syrah,Adelaida
47609,Argentina,85,12,Mendoza Province,Maipú,Malbec,Bodega Don Bosco
47610,France,85,55,Burgundy,Nuits-St.-Georges,Pinot Noir,Bouchard Père & Fils
47611,US,85,32,California,Russian River Valley,Pinot Noir,Kokomo
47612,US,85,16,California,Russian River Valley,Sparkling Blend,Korbel
47613,US,85,26,California,Fiddletown,Grenache,Martella
47614,US,85,17,California,Sonoma County,Sparkling Blend,Piper Sonoma
47615,US,85,34,California,Dry Creek Valley,Zinfandel,Quivira
47616,US,85,15,California,Russian River Valley,Gewürztraminer,Adler Fels
47617,Italy,87,15,Veneto,Prosecco di Conegliano e Valdobbiadene,Glera,Bortolomiol
47618,France,87,13,Burgundy,Mâcon-Villages,Chardonnay,Labouré-Roi
47619,Argentina,87,28,Mendoza Province,Mendoza,Cabernet Franc,Lagarde
47620,US,87,13,California,California,Petite Sirah,Masked Rider
47621,US,87,16,California,Potter Valley,Chardonnay,McFadden
47622,US,87,45,California,Dry Creek Valley,Zinfandel,XYZin
47623,Italy,87,23,Veneto,Conegliano Valdobbiadene Prosecco Superiore,Glera,Zardetto
47624,US,87,36,California,Sonoma Coast,Chardonnay,Peters Family
47625,US,87,23,Virginia,Virginia,Cabernet Franc,Potomac Point
47626,Argentina,87,11,Mendoza Province,Uco Valley,Malbec,O. Fournier
47627,US,87,14,California,Amador County,Chenin Blanc-Viognier,Shenandoah
47628,US,87,25,California,Mendocino,Sangiovese,Simaine Cellars
47629,US,87,18,California,Mendocino,Sauvignon Blanc,Simaine Cellars
47630,US,87,17,California,Amador County,Zinfandel,Sobon Estate
47631,Chile,87,11,Rapel Valley,,Syrah,Santa Carolina
47632,Italy,87,20,Veneto,Conegliano Valdobbiadene Prosecco Superiore,Glera,Montesel
47633,US,87,16,New York,Finger Lakes,Riesling,Atwater
47634,Italy,87,24,Lombardy,Franciacorta,Chardonnay,Cà del Vént
47635,US,87,49,California,Napa Valley,Cabernet Sauvignon,Castello di Amorosa
47636,Italy,87,37,Central Italy,Montefalco Sagrantino,Sagrantino,Fongoli
47637,US,87,46,California,Sonoma Valley,Cabernet Franc,Eponymous
47638,US,87,39,California,El Dorado,Cabernet Sauvignon,Duarte Georgetown
47639,US,87,22,California,California,White Blend,Conundrum
47640,US,86,27,California,Paso Robles,Rhône-style White Blend,Kaleidos
47641,Italy,86,20,Veneto,Valpolicella Superiore Ripasso,"Corvina, Rondinella, Molinara",Zonin
47642,US,86,35,California,Paso Robles,Rhône-style Red Blend,Sylvester
47643,France,86,24,Burgundy,Pouilly-Fuissé,Chardonnay,Vincent
47644,Austria,86,19,Niederösterreich,,Grüner Veltliner,Setzer
47645,Austria,86,11,Kamptal,,Grüner Veltliner,Loimer
47646,Spain,86,22,Catalonia,Priorat,Red Blend,Los 800
47647,US,86,12,New York,Cayuga Lake,Chardonnay,Hosmer
47648,US,86,22,New Mexico,New Mexico,Red Blend,La Chiripada
47649,Spain,86,11,Catalonia,Terra Alta,Grenache Blanc,Las Colinas Del Ebro
47650,France,86,23,Burgundy,Bourgogne,Pinot Noir,Joseph Faiveley
47651,US,86,28,California,Paso Robles,Syrah,Kaleidos
47652,US,86,20,California,Santa Maria Valley,Pinot Noir,Cambria
47653,US,86,28,California,Paso Robles,Syrah,Halter Ranch
47654,Spain,86,18,Levante,Jumilla,Red Blend,Casa de la Ermita
47655,US,86,30,California,Amador County,Zinfandel,Renwood
47656,Italy,86,16,Veneto,Valpolicella Classico Superiore,Red Blend,Tommasi
47657,Italy,86,19,Veneto,Valpolicella Classico Superiore,"Corvina, Rondinella, Molinara",Villa Spinosa
47658,US,86,11,Oregon,Willamette Valley,Pinot Gris,Oak Knoll
47659,US,86,15,California,Dry Creek Valley,Sauvignon Blanc,Roshambo
47660,US,86,40,California,Paso Robles,Bordeaux-style Red Blend,Peachy Canyon
47661,US,86,45,California,Carneros,Pinot Noir,Saintsbury
47662,US,86,15,California,Edna Valley,Chardonnay,Martin & Weyrich
47663,US,86,38,California,Napa Valley,Cabernet Sauvignon,Vinum
47664,Canada,85,25,Ontario,Beamsville Bench,Riesling,Cave Spring
47665,Canada,85,12,Ontario,Niagara Peninsula,Riesling,Cave Spring
47666,US,85,22,California,Paso Robles,Syrah,Changala
47667,US,85,24,California,Napa County,Red Blend,Charles Creek
47668,France,85,21,Burgundy,Bourgogne,Chardonnay,Domaine Vincent Bouzereau
47669,US,85,25,New York,Finger Lakes,Pinot Noir,Dr. Konstantin Frank
47670,France,86,14,Beaujolais,Brouilly,Gamay,Vignerons de Bel Air
47671,Chile,86,30,Maipo Valley,,Petit Verdot,Viña Pérez Cruz
47672,France,86,9,Beaujolais,Beaujolais-Villages,Gamay,Signé Vigneron
47673,US,86,20,California,Paso Robles,Viognier,Robert Hall
47674,Italy,86,20,Southern Italy,Puglia,Primitivo,Antica Enotria
47675,France,86,10,Beaujolais,Beaujolais-Villages,Gamay,Barton & Guestier
47676,US,86,38,Virginia,Virginia,Nebbiolo,Breaux
47677,France,86,22,Bordeaux,Castillon Côtes de Bordeaux,Merlot,Château Lamour
47678,France,86,15,Southwest France,Bergerac,Bordeaux-style Red Blend,Château Tour des Gendres
47679,US,86,50,Oregon,Yamhill-Carlton District,Pinot Noir,Bomb
47680,Italy,86,13,Southern Italy,Salento,Chardonnay,Cantele
47681,Italy,86,15,Sicily & Sardinia,Cannonau di Sardegna,Cannonau,Cantina Sociale di Dolianova
47682,France,86,11,Southwest France,Comté Toulosan,Malbec,Château du Cèdre
47683,US,86,50,California,Alexander Valley,Bordeaux-style Red Blend,Clos du Bois
47684,US,86,15,California,North Coast,Chardonnay,Epilogue
47685,US,86,50,Oregon,McMinnville,Pinot Noir,Erath
47686,Chile,86,10,Central Valley,,Sauvignon Blanc,Con Carne
47687,US,86,18,California,El Dorado,Red Blend,Lava Cap
47688,US,86,19,Oregon,Oregon,Viognier,Merrill Cellars
47689,US,86,17,Oregon,Oregon,Pinot Noir,Kings Ridge
47690,France,86,23,Southwest France,Cahors,Malbec,Garriotin
47691,US,86,14,California,Lodi,Cabernet Sauvignon,Lapis Luna
47692,US,86,15,California,Sonoma County,Zinfandel,Rancho Zabaco
47693,Italy,86,9,Sicily & Sardinia,Sicilia,Nero d'Avola,Stemmari
47694,US,86,22,Virginia,Virginia,Sauvignon Blanc,Stinson
47695,Italy,86,18,Sicily & Sardinia,Vermentino di Sardegna,Vermentino,Mesa
47696,Austria,86,14,Niederösterreich,,Grüner Veltliner,Michlits
47697,France,94,400,Champagne,Champagne,Champagne Blend,Krug
47698,France,94,180,Champagne,Champagne,Champagne Blend,Krug
47699,US,94,41,California,North Coast,Sparkling Blend,Schramsberg
47700,Italy,94,45,Piedmont,Barbaresco,Nebbiolo,Orlando Abrigo
47701,Italy,94,94,Piedmont,Barolo,Nebbiolo,Massolino
47702,US,94,120,California,Rutherford,Cabernet Sauvignon,Meander
47703,Italy,94,45,Piedmont,Barolo,Nebbiolo,Elvio Cogno
47704,US,94,75,California,Rutherford,Cabernet Sauvignon,Honig
47705,Italy,94,100,Piedmont,Barolo,Nebbiolo,Poderi Luigi Einaudi
47706,US,94,50,California,Howell Mountain,Merlot,White Cottage Ranch
47707,Italy,94,50,Piedmont,Barolo,Nebbiolo,Renato Ratti
47708,US,94,82,California,Napa Valley,Cabernet Sauvignon,Alpha Omega
47709,US,94,90,California,Carneros,Pinot Noir,Etude
47710,US,94,60,Washington,Walla Walla Valley (WA),Cabernet Sauvignon,Dumas Station
47711,France,94,67,Champagne,Champagne,Champagne Blend,Louis Roederer
47712,US,94,34,California,Sonoma Coast,Syrah,MacRostie
47713,Italy,94,100,Piedmont,Barolo,Nebbiolo,Gianni Voerzio
47714,Italy,94,109,Piedmont,Barolo,Nebbiolo,Pio Cesare
47715,US,94,42,Washington,Yakima Valley,Cabernet Sauvignon,Stevens
47716,South Africa,85,16,Western Cape,,Champagne Blend,Graham Beck
47717,US,85,21,California,Paso Robles,Chardonnay,Justin
47718,Australia,85,18,South Australia,Adelaide,Riesling,Wirra Wirra
47719,Australia,85,10,South Australia,South Australia,Sauvignon Blanc,Yalumba
47720,Chile,85,10,Colchagua Valley,,Cabernet Sauvignon,Siegel
47721,US,85,11,California,California,Chardonnay,Stephen Vincent
47722,Italy,85,15,Piedmont,Barbera d'Asti,Barbera,Bava
47723,Italy,85,10,Piedmont,Piedmont,Barbera,Araldica
47724,South Africa,85,10,Robertson,,Sparkling Blend,Bon Cap
47725,US,85,15,California,Monterey County,Pinot Noir,Irony
47726,New Zealand,85,22,Marlborough,,Sauvignon Blanc,Kennedy Point
47727,New Zealand,85,14,Marlborough,,Sauvignon Blanc,Jules Taylor
47728,US,85,15,California,Alta Mesa,Verdelho,Lee Family Farm
47729,France,85,10,Provence,Côtes de Provence,Rosé,Les Vignerons de Grimaud
47730,US,85,27,California,Lodi,Sangiovese,Cantara
47731,South Africa,85,16,Western Cape,,Champagne Blend,Graham Beck
47732,US,85,20,California,Alexander Valley,Sauvignon Blanc,Field Stone
47733,US,85,21,California,Paso Robles,Syrah,Eberle
47734,US,85,19,California,Paso Robles,Chardonnay,Eberle
47735,France,85,7,Southwest France,Vin de Pays des Côtes de Gascogne,White Blend,Domaine de Pellehaut
47736,US,85,19,Washington,Columbia Valley (WA),Syrah,DaMa
47737,Israel,85,39,Upper Galilee,,Cabernet Sauvignon,Carmel
47738,Israel,85,9,Samson,,Moscato,Carmel
47739,Chile,85,10,Central Valley,,Chardonnay,Cono Sur
47740,New Zealand,85,19,Marlborough,,Sauvignon Blanc,Thatched Hut
47741,New Zealand,85,16,Marlborough,,Sauvignon Blanc,Omaka Springs
47742,Australia,85,8,Australia Other,South Eastern Australia,Pinot Grigio,Oxford Landing
47743,Chile,85,6,Curicó Valley,,Cabernet Sauvignon,Quasar
47744,US,94,48,California,Santa Lucia Highlands,Syrah,Zepaltas
47745,US,94,30,California,Paso Robles,Pinot Noir,Adelaida
47746,US,94,75,California,Howell Mountain,Merlot,Beringer
47747,US,94,40,Washington,Wahluke Slope,Syrah,Fielding Hills
47748,US,94,100,California,Sonoma Mountain,Pinot Noir,Lookout Ridge
47749,France,94,67,Burgundy,Chablis,Chardonnay,La Chablisienne
47750,US,94,75,Washington,Yakima Valley,Cabernet Sauvignon,Sheridan Vineyard
47751,France,94,99,Burgundy,Meursault,Chardonnay,Xavier Monnot
47752,France,94,235,Burgundy,Corton Vergennes,Chardonnay,Chanson Père et Fils
47753,Chile,94,80,Puente Alto,,Cabernet Sauvignon,Concha y Toro
47754,France,94,273,Burgundy,Puligny-Montrachet,Chardonnay,Domaine Leflaive
47755,US,94,275,California,Napa Valley,Bordeaux-style Red Blend,BOND
47756,France,94,99,Burgundy,Chablis,Chardonnay,La Chablisienne
47757,US,94,35,California,Alexander Valley,Cabernet Sauvignon,Simi
47758,US,94,49,California,Sonoma Coast,Pinot Noir,Marimar Estate
47759,US,94,65,Washington,Walla Walla Valley (WA),Syrah,Gramercy
47760,France,94,150,Burgundy,Corton-Charlemagne,Chardonnay,Olivier Leflaive
47761,US,94,75,California,Napa Valley,Cabernet Sauvignon,Whitehall Lane
47762,France,93,115,Burgundy,Puligny-Montrachet,Chardonnay,Chanson Père et Fils
47763,France,93,145,Burgundy,Chablis,Chardonnay,Domaine Laroche
47764,New Zealand,93,75,Central Otago,,Pinot Noir,Felton Road
47765,France,93,130,Burgundy,Corton-Charlemagne,Chardonnay,Maison Champy
47766,France,93,90,Burgundy,Chassagne-Montrachet,Chardonnay,Olivier Leflaive
47767,France,93,70,Burgundy,Chablis,Chardonnay,Simonnet-Febvre
47768,France,93,55,Burgundy,Chablis,Chardonnay,William Fèvre
47769,Chile,93,90,Colchagua Valley,,Red Blend,Emiliana
47770,US,93,100,California,Sonoma Valley,Syrah,Lookout Ridge
47771,Spain,88,15,Catalonia,Terra Alta,Garnacha Blanca,Celler La Bollidora
47772,Spain,88,12,Northern Spain,Rioja,Tempranillo,Bodegas Palacio
47773,Chile,88,12,Curicó and Leyda Valleys,,Sauvignon Blanc,Undurraga
47774,US,88,20,Washington,Columbia Valley (WA),Red Blend,Va Piano Bruno's Blend VII
47775,Italy,88,13,Southern Italy,Salento,Primitivo,Vigneti Reale
47776,Spain,88,18,Catalonia,Cava,Sparkling Blend,Vilarnau
47777,US,88,22,Washington,Columbia Valley (WA),Grenache-Carignan,Syncline
47778,US,88,40,California,Paso Robles,Syrah,Tablas Creek
47779,Spain,88,17,Northern Spain,Rueda,Verdejo,Protos
47780,Spain,88,10,Central Spain,Almansa,Alicante Bouschet,Santa Quiteria
47781,US,88,35,California,Napa Valley,Petite Sirah,RustRidge
47782,US,88,32,California,Dry Creek Valley,Petite Sirah,Mounts
47783,Spain,88,18,Northern Spain,Rueda,Verdejo,Martinsancho
47784,US,88,20,California,Mendocino,Pinotage,McNab Ridge
47785,Italy,88,19,Sicily & Sardinia,Sicilia,Red Blend,Viticultori Associati Canicatti
47786,Australia,88,12,South Australia,South Australia,Shiraz,Yalumba
47787,Austria,88,13,Burgenland,,St. Laurent,Zantho
47788,US,87,40,California,Sonoma Coast,Pinot Noir,Davis Family
47789,US,87,45,California,Russian River Valley,Chardonnay,De Loach
47790,US,87,45,California,Green Valley,Pinot Noir,De Loach
47791,Chile,87,13,Central Valley,,Sauvignon Blanc,De Martino
47792,Chile,87,13,Maule Valley,,Syrah,Chilcas
47793,France,87,24,Languedoc-Roussillon,Coteaux du Languedoc,Rhône-style White Blend,Château Malavieille
47794,US,87,48,California,San Luis Obispo County,Pinot Noir,Derby
47795,US,87,12,Washington,Columbia Valley (WA),Gewürztraminer,Columbia Winery
47796,US,87,11,Washington,Columbia Valley (WA),Chardonnay,Apex Ascent
47797,Australia,87,15,South Australia,South Australia,Pinot Noir,3 Trees
47798,Australia,87,18,Tasmania,Tasmania,Pinot Noir,42°S
47799,US,91,25,California,Santa Barbara County,Rhône-style Red Blend,Sans Liege
47800,Argentina,91,25,Mendoza Province,Mendoza,Red Blend,Septima
47801,Italy,91,60,Central Italy,Trebbiano d'Abruzzo,Trebbiano,Masciarelli
47802,Austria,91,48,Kremstal,,Grüner Veltliner,Salomon-Undhof
47803,Austria,91,35,Kremstal,,Riesling,Salomon-Undhof
47804,Italy,91,40,Sicily & Sardinia,Sicilia,Red Blend,Planeta
47805,US,91,30,Oregon,Willamette Valley,Chardonnay,Willamette Valley Vineyards
47806,Germany,91,62,Mosel,,Riesling,Dr. H. Thanisch (Erben Müller-Burggraef)
47807,Germany,91,21,Mosel,,Riesling,Dr. Pauly Bergweiler
47808,US,91,55,California,Sonoma Coast,Chardonnay,Freestone
47809,South Africa,91,40,Cederberg,,Cabernet Sauvignon,Cederberg
47810,France,91,18,Southwest France,Cahors,Malbec-Merlot,Château de Chambert
47811,South Africa,91,50,Robertson,,Chardonnay,Danie de Wet
47812,US,91,40,California,California,Syrah,Bella Victorian Vineyard
47813,US,91,33,California,Russian River Valley,Zinfandel,Carol Shelton
47814,US,91,38,Oregon,Willamette Valley,Pinot Noir,Lumos
47815,Italy,91,62,Central Italy,Umbria,Red Blend,Lungarotti
47816,Italy,91,40,Sicily & Sardinia,Sicilia,Merlot,Planeta
47817,Italy,91,40,Sicily & Sardinia,Sicilia,Fiano,Planeta
47818,Austria,91,24,Mittelburgenland,,Blaufränkisch,Weninger
47819,US,91,45,Oregon,Willamette Valley,Pinot Noir,Willamette Valley Vineyards
47820,Argentina,91,120,Mendoza Province,Mendoza,Malbec,Achaval-Ferrer
47821,US,91,38,California,Sonoma Coast,Chardonnay,Expression 38
47822,US,91,38,California,Santa Maria Valley,Pinot Noir,Foggy Bridge
47823,US,91,35,California,Happy Canyon of Santa Barbara,Sauvignon Blanc,Dragonette
47824,Italy,91,48,Central Italy,Sagrantino di Montefalco,Sagrantino,Lungarotti
47825,US,91,32,California,Carneros,Pinot Noir,Mahoney
47826,Italy,92,26,Southern Italy,Greco di Tufo,Greco,Benito Ferrara
47827,Israel,92,32,Galilee,,Red Blend,Golan Heights Winery
47828,US,92,40,Virginia,Virginia,Cabernet Sauvignon-Merlot,Linden
47829,Italy,92,25,Southern Italy,Greco di Tufo,Greco,Mastroberardino
47830,US,92,30,Washington,Columbia Valley (WA),Cabernet Sauvignon,Novelty Hill
47831,South Africa,92,96,Paarl,,Bordeaux-style Red Blend,Vilafonté
47832,US,92,20,New York,Finger Lakes,Riesling,Boundary Breaks
47833,US,92,50,California,Diamond Mountain District,Cabernet Sauvignon,JD
47834,US,92,20,California,Russian River Valley,Pinot Noir,Lynmar
47835,US,92,40,Washington,Red Mountain,Syrah,Tamarack Cellars
47836,US,92,37,Washington,Red Mountain,Bordeaux-style Red Blend,Tyrus Evan
47837,US,92,55,California,Sonoma Coast,Pinot Noir,Williams Selyem
47838,France,92,29,Provence,Côtes de Provence Sainte-Victoire,Rosé,Domaine des Diables
47839,France,92,45,Provence,Bandol,Rosé,Domaines Ott
47840,US,92,26,California,Mendocino,Rosé,Donkey & Goat
47841,US,92,18,California,Santa Maria Valley,Pinot Noir,Alta Maria
47842,US,92,55,Washington,Yakima Valley,Bordeaux-style Red Blend,Andrew Will
47843,US,92,40,Washington,Columbia Valley (WA),Cabernet Sauvignon,Barnard Griffin
47844,US,92,85,California,Rutherford,Cabernet Sauvignon,Raymond
47845,Spain,92,90,Northern Spain,Ribera del Duero,Tempranillo,Alion
47846,South Africa,92,45,Swartland,,Rhône-style Red Blend,A.A. Badenhorst Family Wines
47847,Argentina,92,25,Mendoza Province,Mendoza,Bonarda,Durigutti
47848,France,92,23,Provence,Côtes de Provence,Rosé,Estandon
47849,US,92,36,New York,Seneca Lake,Riesling,Hermann J. Wiemer
47850,Spain,92,26,Northern Spain,Toro,Tinta de Toro,Teso La Monja
47851,Spain,92,50,Catalonia,Priorat,Red Blend,Marco Abella
47852,New Zealand,92,22,Marlborough,,Sauvignon Blanc,Jules Taylor
47853,US,92,65,California,Napa Valley,Syrah,Krupp Brothers
47854,US,92,65,Washington,Walla Walla Valley (WA),Sangiovese,Leonetti Cellar
47855,US,92,25,Washington,Yakima Valley,Chardonnay,Maison Bleue
47856,US,85,12,California,Sonoma County,Pinot Noir,Castle Rock
47857,Argentina,85,12,Mendoza Province,Mendoza,Torrontés,Bodega Norton
47858,France,85,25,Burgundy,Bourgogne,Pinot Noir,Bouchard Père & Fils
47859,Australia,85,10,Australia Other,South Eastern Australia,Sparkling Blend,De Bortoli
47860,Argentina,85,21,Mendoza Province,Agrelo,Cabernet Sauvignon,Finca Decero
47861,US,85,30,Washington,Columbia Valley (WA),Merlot,Maryhill
47862,Australia,85,40,New South Wales,Orange,Pinot Noir,Philip Shaw
47863,France,85,20,Burgundy,Irancy,Pinot Noir,Simonnet-Febvre
47864,US,85,15,California,Napa Valley,Chardonnay,Rutherford Ranch
47865,US,85,48,California,Edna Valley,Pinot Noir,Tolosa
47866,Australia,85,20,New South Wales,Hunter Valley,Shiraz,The Six Masters
47867,US,85,15,Washington,Columbia Valley (WA),Merlot,Maryhill
47868,US,85,13,California,Napa Valley,Merlot,Pavilion
47869,US,85,36,California,Paso Robles,Zinfandel,Peachy Canyon
47870,US,85,22,California,Mendocino,Zinfandel,Brutocao
47871,Argentina,85,20,Mendoza Province,Mendoza,Sparkling Blend,Cave Extrême
47872,Argentina,85,12,Mendoza Province,Uco Valley,Cabernet Sauvignon,Finca El Portillo
47873,Argentina,85,15,Mendoza Province,Mendoza,Malbec,Durigutti
47874,US,85,18,California,Amador County,Zinfandel,Folie à Deux
47875,Chile,85,10,Limarí Valley,,Sauvignon Blanc,Tamaya
47876,US,85,37,California,San Luis Obispo County,Merlot,Silver Stone Winery
47877,US,85,32,Washington,Yakima Valley,Cabernet Sauvignon,Airfield Estates
47878,US,85,40,California,Santa Ynez Valley,Cabernet Sauvignon,Babcock
47879,US,85,25,California,Napa Valley,Chardonnay,Louis M. Martini
47880,US,85,16,California,Napa Valley,Cabernet Sauvignon,Hayman & Hill
47881,US,85,24,Washington,Yakima Valley,Chardonnay,Hogue
47882,France,85,75,Burgundy,Chambolle-Musigny,Pinot Noir,Maison Champy
47883,Argentina,85,12,Mendoza Province,Uco Valley,Malbec,Finca El Portillo
47884,Australia,85,15,Victoria,Victoria,Pinot Noir,De Bortoli
47885,US,87,23,California,Anderson Valley,Pinot Noir,Husch
47886,US,87,28,California,Russian River Valley,Sparkling Blend,J Vineyards & Winery
47887,US,87,25,New York,North Fork of Long Island,Merlot,Jamesport
47888,France,87,22,Burgundy,Crémant de Bourgogne,Pinot Noir,Louis Bouillot
47889,US,87,21,Virginia,Monticello,Cabernet Franc,Lovingston
47890,Italy,87,20,Veneto,Conegliano Valdobbiadene Prosecco Superiore,Glera,Malibràn
47891,France,87,15,Languedoc-Roussillon,Fitou,Rhône-style Red Blend,Mourrel Azurat
47892,US,87,34,California,Paso Robles,Bordeaux-style Red Blend,Grey Wolf Cellars
47893,US,87,15,New York,Finger Lakes,Cabernet Franc,Knapp
47894,US,87,22,California,Temecula Valley,Viognier,Generation 7
47895,Italy,87,23,Veneto,Conegliano Valdobbiadene Prosecco Superiore,Glera,L'Antica Quercia
47896,US,87,55,California,Napa Valley,Cabernet Sauvignon,Jean Edwards
47897,France,87,26,Burgundy,Rully,Chardonnay,Pierre André
47898,France,87,48,Champagne,Champagne,Champagne Blend,Nicolas Feuillatte
47899,US,87,48,California,Sta. Rita Hills,Pinot Noir,Pali
47900,France,87,21,Provence,Bandol,Rosé,Ravoire et Fils
47901,US,87,14,California,Northern Sonoma,Sauvignon Blanc,Rodney Strong
47902,Italy,87,19,Veneto,Conegliano Valdobbiadene Prosecco Superiore,Glera,Ruggeri & C.
47903,Portugal,87,50,Vinho Espumante de Qualidade,,Pinot Noir,Murganheira
47904,US,87,49,California,Sta. Rita Hills,Pinot Noir,Trout Street
47905,Chile,87,14,Colchagua Valley,,Syrah,Viu Manent
47906,US,87,48,California,Russian River Valley,Pinot Noir,CULT
47907,Italy,87,18,Piedmont,Moscato d'Asti,Moscato,Bosio
47908,Italy,87,20,Piedmont,Moscato d'Asti,Moscato,Rinaldi
47909,France,87,17,Languedoc-Roussillon,Fitou,Rhône-style Red Blend,Mont Tauch
47910,US,85,28,California,Paso Robles,Red Blend,D'Anbino
47911,US,85,10,California,Central Coast,Pinot Grigio,Concannon
47912,Spain,85,15,Catalonia,Montsant,Red Blend,Agricola Falset-Marca
47913,US,85,18,New York,Cayuga Lake,Cabernet Franc,Hosmer
47914,US,85,14,Idaho,,Red Blend,Indian Creek
47915,Italy,85,15,Veneto,Valpolicella Superiore Ripasso,"Corvina, Rondinella, Molinara",Giuseppe Lonardi
47916,US,85,36,California,Napa Valley,Cabernet Sauvignon,Flora Springs
47917,US,85,15,Oregon,Willamette Valley,Pinot Noir,Oak Knoll
47918,Spain,85,11,Northern Spain,Navarra,Red Blend,Ochoa
47919,Spain,85,10,Northern Spain,Cariñena,Garnacha,Valcantara
47920,France,85,33,Burgundy,Saint-Aubin,Pinot Noir,Michel Picard
47921,US,85,30,California,Edna Valley,Pinot Noir,Martin & Weyrich
47922,US,85,16,California,Amador County,Zinfandel,Renwood
47923,Austria,85,14,Niederösterreich,,Grüner Veltliner,Pratsch
47924,Australia,85,11,South Australia,South Australia,Sangiovese,Yalumba
47925,France,85,24,Burgundy,Bourgogne,Pinot Noir,Domaine Pommier
47926,US,85,20,New York,Finger Lakes,Chardonnay,Glenora
47927,Australia,85,13,Australia Other,South Eastern Australia,Cabernet Sauvignon,De Bortoli
47928,Italy,85,35,Veneto,Valpolicella Superiore Ripasso,"Corvina, Rondinella, Molinara",Antolini
47929,France,85,52,Burgundy,Bourgogne,Pinot Noir,Bertrand Ambroise
47930,Spain,85,22,Northern Spain,Rioja,Tempranillo Blend,Bodegas Faustino
47931,US,85,35,California,Santa Barbara County,Merlot,Bozzano
47932,France,85,17,Burgundy,Bourgogne,Chardonnay,Louis Latour
47933,France,85,22,Burgundy,Bourgogne,Chardonnay,Labouré-Roi
47934,France,85,17,Burgundy,Bourgogne,Chardonnay,Jean-Claude Boisset
47935,US,85,21,California,Paso Robles,Chardonnay,Robert Hall
47936,US,85,75,California,Paso Robles,Cabernet Sauvignon,Adelaida
47937,Chile,86,25,Curicó Valley,,Riesling,Miguel Torres
47938,US,86,40,Oregon,Oregon,Syrah,Merrill Cellars
47939,Chile,86,11,Colchagua Valley,,Carmenère,Laroche
47940,Chile,86,23,Loncomilla Valley,,Carignan,Morandé
47941,US,86,26,California,Knights Valley,Viognier,Lawer
47942,US,86,40,California,Paso Robles,Meritage,Robert Hall
47943,US,86,15,California,Paso Robles,Orange Muscat,Robert Hall
47944,Italy,86,16,Sicily & Sardinia,Sicilia,Syrah,Planeta
47945,Austria,86,20,Niederösterreich,,Sauvignon Blanc,Pratsch
47946,Italy,86,12,Sicily & Sardinia,Sicilia,Rosato,Principi di Spadafora
47947,Italy,86,13,Sicily & Sardinia,Sicilia,White Blend,Colosi
47948,Italy,86,15,Sicily & Sardinia,Sicilia,Catarratto,Caruso & Minini
47949,France,86,17,Beaujolais,Beaujolais Blanc,Chardonnay,Château du Chatelard
47950,US,86,27,California,Amador County,Barbera,Fiddletown Cellars
47951,US,86,15,California,California,Merlot,Five Rows
47952,Italy,86,15,Southern Italy,Puglia,Red Blend,Antica Enotria
47953,US,86,50,Virginia,Virginia,Nebbiolo,Barboursville Vineyards
47954,Italy,86,10,Southern Italy,Salento,Primitivo,Botter
47955,France,86,12,Southwest France,Cahors,Malbec-Merlot,Georges Vigouroux
47956,US,86,25,California,Alexander Valley,Merlot,Huntington
47957,US,86,20,Oregon,Willamette Valley,Sauvignon Blanc,Kandarian
47958,US,86,22,Oregon,Oregon,Pinot Noir,J. Scott Cellars
47959,Chile,86,18,Curicó Valley,,Cabernet Sauvignon,Junta
47960,Chile,86,18,Curicó Valley,,Carmenère,Junta
47961,US,86,29,California,Napa Valley,Chardonnay,Hawkstone
47962,France,94,80,Champagne,Champagne,Champagne Blend,Taittinger
47963,US,94,100,California,North Coast,Sparkling Blend,Schramsberg
47964,US,94,45,California,Sta. Rita Hills,Pinot Noir,Rusack
47965,Italy,94,60,Piedmont,Barbaresco,Nebbiolo,Poderi Elia
47966,US,94,105,California,Rutherford,Cabernet Sauvignon,Peju
